item_type,time_interval,reliability_level,budget,units_fulfilled,unique_id,cum_units_fulfilled,incoming_demand,cum_demand,1,2,3,4,5,6,7,8,9,10,11,12
1,6,0.75,400000,24583.33333,19,164666.6667,56893.39828,199126.894,0,0,0,0,0,7775.207892,0,0,0,0,0,0
1,7,0.75,400000,0,19,164666.6667,60686.2915,259813.1855,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.75,400000,0,19,164666.6667,45514.71863,305327.9041,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.75,400000,0,19,164666.6667,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.75,400000,0,19,164666.6667,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,400000,0,19,164666.6667,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,400000,0,19,164666.6667,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,500000,18964.46609,20,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,500000,16035.53391,20,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,500000,24250,20,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,500000,37000,20,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,500000,45983.49571,20,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,500000,41033.00859,20,183266.5043,56893.39828,199126.894,0,0,0,0,0,26375.04552,16099.83763,0,0,0,0,0
1,7,0.75,500000,16099.83763,20,199366.3419,60686.2915,259813.1855,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.75,500000,0,20,199366.3419,45514.71863,305327.9041,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.75,500000,0,20,199366.3419,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.75,500000,0,20,199366.3419,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,500000,0,20,199366.3419,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,500000,0,20,199366.3419,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,600000,18964.46609,21,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,600000,16035.53391,21,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,600000,24250,21,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,600000,37000,21,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,600000,45983.49571,21,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,600000,56683.17096,21,198916.6667,56893.39828,199126.894,0,0,0,0,0,42025.20789,20731.37562,0,0,0,0,0
1,7,0.75,600000,25416.66667,21,224333.3333,60686.2915,259813.1855,0,0,0,0,0,0,4685.291049,0,0,0,0,0
1,8,0.75,600000,0,21,224333.3333,45514.71863,305327.9041,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.75,600000,0,21,224333.3333,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.75,600000,0,21,224333.3333,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,600000,0,21,224333.3333,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,600000,0,21,224333.3333,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,700000,18964.46609,22,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,700000,16035.53391,22,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,700000,24250,22,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,700000,37000,22,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,700000,45983.49571,22,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,700000,56893.39828,22,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,700000,45456.43935,22,244583.3333,60686.2915,259813.1855,0,0,0,0,0,0,24935.29105,17750,0,0,0,0
1,8,0.75,700000,17750,22,262333.3333,45514.71863,305327.9041,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.75,700000,0,22,262333.3333,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.75,700000,0,22,262333.3333,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,700000,0,22,262333.3333,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,700000,0,22,262333.3333,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,800000,18964.46609,23,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,800000,16035.53391,23,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,800000,24250,23,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,800000,37000,23,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,800000,45983.49571,23,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,800000,56893.39828,23,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,800000,60623.10601,23,259750,60686.2915,259813.1855,0,0,0,0,0,0,40101.95772,22250,0,0,0,0
1,8,0.75,800000,22250,23,282000,45514.71863,305327.9041,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.75,800000,0,23,282000,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.75,800000,0,23,282000,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,800000,0,23,282000,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,800000,0,23,282000,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,900000,18964.46609,24,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,900000,16035.53391,24,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,900000,24250,24,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,900000,37000,24,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,900000,45983.49571,24,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,900000,56893.39828,24,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,900000,60686.2915,24,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,900000,42936.81451,24,302750,45514.71863,305327.9041,0,0,0,0,0,0,0,16161.60197,16250,0,0,0
1,9,0.75,900000,16250,24,319000,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.75,900000,0,24,319000,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,900000,0,24,319000,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,900000,0,24,319000,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1000000,18964.46609,25,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1000000,16035.53391,25,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1000000,24250,25,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1000000,37000,25,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1000000,45983.49571,25,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1000000,56893.39828,25,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1000000,60686.2915,25,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1000000,45514.71863,25,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,23908.28596,7557.474764,0,0
1,9,0.75,1000000,23908.28596,25,329236.1901,41721.82541,347049.7295,0,0,0,0,0,0,0,0,0,3417.383107,0,0
1,10,0.75,1000000,10974.85787,25,340211.0479,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,1000000,0,25,340211.0479,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,1000000,0,25,340211.0479,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1100000,18964.46609,26,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1100000,16035.53391,26,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1100000,24250,26,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1100000,37000,26,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1100000,45983.49571,26,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1100000,56893.39828,26,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1100000,60686.2915,26,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1100000,45514.71863,26,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1100000,41721.82541,26,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,14270.16229,0,0
1,10,0.75,1100000,14270.16229,26,361319.8918,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.75,1100000,0,26,361319.8918,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,1100000,0,26,361319.8918,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1200000,18964.46609,27,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1200000,16035.53391,27,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1200000,24250,27,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1200000,37000,27,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1200000,45983.49571,27,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1200000,56893.39828,27,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1200000,60686.2915,27,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1200000,45514.71863,27,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1200000,41721.82541,27,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,32239.59236,3525.837528,0
1,10,0.75,1200000,32239.59236,27,379289.3219,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,9224.162472,0
1,11,0.75,1200000,12750,27,392039.3219,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.75,1200000,0,27,392039.3219,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1300000,18964.46609,28,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1300000,16035.53391,28,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1300000,24250,28,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1300000,37000,28,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1300000,45983.49571,28,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1300000,56893.39828,28,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1300000,60686.2915,28,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1300000,45514.71863,28,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1300000,41721.82541,28,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,32239.59236,3525.837528,0
1,10,0.75,1300000,32239.59236,28,379289.3219,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,26817.30822,8744.755766
1,11,0.75,1300000,30343.14575,28,409632.4676,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,4005.244234
1,12,0.75,1300000,12750,28,422382.4676,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1400000,18964.46609,29,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1400000,16035.53391,29,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1400000,24250,29,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1400000,37000,29,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1400000,45983.49571,29,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1400000,56893.39828,29,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1400000,60686.2915,29,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1400000,45514.71863,29,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1400000,41721.82541,29,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,32239.59236,3525.837528,0
1,10,0.75,1400000,32239.59236,29,379289.3219,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,26817.30822,8744.755766
1,11,0.75,1400000,30343.14575,29,409632.4676,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,21598.38998
1,12,0.75,1400000,30343.14575,29,439975.6134,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1500000,18964.46609,30,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1500000,16035.53391,30,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1500000,24250,30,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1500000,37000,30,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1500000,45983.49571,30,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1500000,56893.39828,30,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1500000,60686.2915,30,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1500000,45514.71863,30,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1500000,41721.82541,30,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,32239.59236,3525.837528,0
1,10,0.75,1500000,32239.59236,30,379289.3219,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,26817.30822,8744.755766
1,11,0.75,1500000,30343.14575,30,409632.4676,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,21598.38998
1,12,0.75,1500000,30343.14575,30,439975.6134,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1600000,18964.46609,31,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1600000,16035.53391,31,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1600000,24250,31,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1600000,37000,31,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1600000,45983.49571,31,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1600000,56893.39828,31,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1600000,60686.2915,31,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1600000,45514.71863,31,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1600000,41721.82541,31,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,32239.59236,3525.837528,0
1,10,0.75,1600000,32239.59236,31,379289.3219,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,26817.30822,8744.755766
1,11,0.75,1600000,30343.14575,31,409632.4676,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,21598.38998
1,12,0.75,1600000,30343.14575,31,439975.6134,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.75,1700000,18964.46609,32,18964.46609,18964.46609,18964.46609,18964.46609,1954.395076,0,0,0,0,0,0,0,0,0,0
1,2,0.75,1700000,16035.53391,32,35000,20860.9127,39825.3788,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.75,1700000,24250,32,59250,22757.35931,62582.73811,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.75,1700000,37000,32,96250,37928.93219,100511.6703,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.75,1700000,45983.49571,32,142233.4957,41721.82541,142233.4957,0,0,0,0,31363.5315,14657.96307,0,0,0,0,0,0
1,6,0.75,1700000,56893.39828,32,199126.894,56893.39828,199126.894,0,0,0,0,0,42235.43521,20521.1483,0,0,0,0,0
1,7,0.75,1700000,60686.2915,32,259813.1855,60686.2915,259813.1855,0,0,0,0,0,0,40165.1432,26775.21254,0,0,0,0
1,8,0.75,1700000,45514.71863,32,305327.9041,45514.71863,305327.9041,0,0,0,0,0,0,0,18739.50609,31465.76072,0,0,0
1,9,0.75,1700000,41721.82541,32,347049.7295,41721.82541,347049.7295,0,0,0,0,0,0,0,0,10256.06469,32239.59236,3525.837528,0
1,10,0.75,1700000,32239.59236,32,379289.3219,32239.59236,379289.3219,0,0,0,0,0,0,0,0,0,0,26817.30822,8744.755766
1,11,0.75,1700000,30343.14575,32,409632.4676,30343.14575,409632.4676,0,0,0,0,0,0,0,0,0,0,0,21598.38998
1,12,0.75,1700000,30343.14575,32,439975.6134,30343.14575,439975.6134,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.95,100000,20000,33,20000,20918.86117,20918.86117,20000,918.8611699,0,0,0,0,0,0,0,0,0,0
1,2,0.95,100000,15000,33,35000,23010.74729,43929.60846,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.95,100000,10750,33,45750,25102.6334,69032.24186,0,0,1820.391543,13250,0,0,0,0,0,0,0,0
1,4,0.95,100000,13250,33,59000,41837.72234,110869.9642,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.95,100000,0,33,59000,46021.49457,156891.4588,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.95,100000,0,33,59000,62756.58351,219648.0423,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0.95,100000,0,33,59000,66940.35574,286588.398,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.95,100000,0,33,59000,50205.26681,336793.6648,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.95,100000,0,33,59000,46021.49457,382815.1594,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.95,100000,0,33,59000,35562.06399,418377.2234,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.95,100000,0,33,59000,33470.17787,451847.4013,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.95,100000,0,33,59000,33470.17787,485317.5791,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.95,200000,20000,34,20000,20918.86117,20918.86117,20000,918.8611699,0,0,0,0,0,0,0,0,0,0
1,2,0.95,200000,15000,34,35000,23010.74729,43929.60846,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.95,200000,24250,34,59250,25102.6334,69032.24186,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.95,200000,25000,34,84250,41837.72234,110869.9642,0,0,0,15217.75814,13750,0,0,0,0,0,0,0
1,5,0.95,200000,13750,34,98000,46021.49457,156891.4588,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0.95,200000,0,34,98000,62756.58351,219648.0423,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0.95,200000,0,34,98000,66940.35574,286588.398,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.95,200000,0,34,98000,50205.26681,336793.6648,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.95,200000,0,34,98000,46021.49457,382815.1594,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.95,200000,0,34,98000,35562.06399,418377.2234,0,0,0,0,0,0,0,0,0,0,0,0
1,11,0.95,200000,0,34,98000,33470.17787,451847.4013,0,0,0,0,0,0,0,0,0,0,0,0
1,12,0.95,200000,0,34,98000,33470.17787,485317.5791,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.95,300000,20000,35,20000,20918.86117,20918.86117,20000,918.8611699,0,0,0,0,0,0,0,0,0,0
1,2,0.95,300000,15000,35,35000,23010.74729,43929.60846,0,14081.13883,8929.608457,0,0,0,0,0,0,0,0,0
1,3,0.95,300000,24250,35,59250,25102.6334,69032.24186,0,0,15320.39154,9782.241861,0,0,0,0,0,0,0,0
1,4,0.95,300000,37000,35,96250,41837.72234,110869.9642,0,0,0,27217.75814,14619.9642,0,0,0,0,0,0,0
1,5,0.95,300000,26500,35,122750,46021.49457,156891.4588,0,0,0,0,11880.0358,14250,0,0,0,0,0,0
1,6,0.95,300000,14250,35,137000,62756.58351,219648.0423,0,0,0,0,0,0,0,0,0,0,0,0
