unique_id,time_interval,units_fulfilled,incoming_demand,1,2,3,4,5,6,7,8,9,10,11,12,13
0.0,1.0,7500.0,7500.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,4500.0,8000.0,0.0,4500.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,12500.0,9000.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,11000.0,11000.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,11999.999999999989,12000.0,0.0,0.0,0.0,0.0,11999.999999999989,1.0913936421275139e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,14000.0,14000.0,0.0,0.0,0.0,0.0,0.0,13999.999999999989,1.0913936421275139e-11,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,14999.99999999997,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,14999.99999999996,4.001776687800884e-11,0.0,0.0,0.0,0.0,0.0
0.0,8.0,12999.99999999997,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12999.99999999993,6.912159733474255e-11,0.0,0.0,0.0,0.0
0.0,9.0,11000.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10999.99999999993,6.912159733474255e-11,0.0,0.0,0.0
0.0,10.0,9000.00000000004,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8999.99999999997,2.9103830456733704e-11,0.0,0.0
0.0,11.0,7999.99999999997,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.999999999941,5.911715561524034e-11,0.0
0.0,12.0,8000.000000000001,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7999.999999999942,5.820766091346741e-11
1.0,1.0,6000.0,17600.0,6000.0,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,29200.0,17600.0,0.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,4000.0,16000.0,0.0,0.0,4000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,4.0,26666.66666666666,16000.0,0.0,0.0,0.0,14666.66666666666,1333.3333333333394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,5.0,15733.3333333333,14400.0,0.0,0.0,0.0,0.0,14399.99999999996,4.001776687800884e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,14399.99999999996,4.001776687800884e-11,0.0,0.0,0.0,0.0,0.0,0.0
1.0,7.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.99999999996,4.001776687800884e-11,0.0,0.0,0.0,0.0,0.0
1.0,8.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.99999999996,4.001776687800884e-11,0.0,0.0,0.0,0.0
1.0,9.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.99999999996,4.001776687800884e-11,0.0,0.0,0.0
1.0,10.0,16000.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15999.99999999996,4.001776687800884e-11,0.0,0.0
1.0,11.0,17600.0,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17599.99999999996,4.001776687800884e-11,0.0
1.0,12.0,14633.3333333338,17600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14633.33333333376,2966.6666666662404
2.0,1.0,0.0,23400.0,0.0,10800.0,12600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,10800.0,23400.0,0.0,0.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,39999.9999999999,21600.0,0.0,0.0,3999.999999999898,17600.000000000102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,35600.0,18000.0,0.0,0.0,0.0,17999.999999999898,1.0186340659856796e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,14400.000000000011,14400.0,0.0,0.0,0.0,0.0,14399.999999999909,9.094947017729282e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,12600.0,12600.0,0.0,0.0,0.0,0.0,0.0,12599.999999999909,9.094947017729282e-11,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.999999999909,9.094947017729282e-11,0.0,0.0,0.0,0.0,0.0
2.0,8.0,14400.0,14400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14399.999999999909,0.0,0.0,0.0,0.0,9.094947017729282e-11
2.0,9.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0
2.0,10.0,0.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0
2.0,11.0,0.0,23400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23400.0
2.0,12.0,0.0,25200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25200.0
